Info 0    [10:07:41.092] Starting TS Server
Info 1114 [10:41:45.900] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 149 structureChanged: false Elapsed: 8.37661200016737ms
Info 1115 [10:41:45.900] Different program with same set of files:: structureIsReused:: 2
Info 1116 [10:41:45.900] getCompletionData: Get current token: 0.006412999704480171
Info 1117 [10:41:45.900] getCompletionData: Is inside comment: 0.02152100019156933
Info 1118 [10:41:45.900] getCompletionData: Get previous token 1: 0.017382999882102013
Info 1119 [10:41:45.900] getCompletionData: Get previous token 2: 0.022101999260485172
Info 1120 [10:41:45.900] getCompletionsAtPosition: isCompletionListBlocker: 0.013135000132024288
Info 1121 [10:41:45.902] collectAutoImports: starting, not resolving module specifiers
Info 1122 [10:41:45.902] collectAutoImports: module specifier cache size: 267
Info 1123 [10:41:45.907] getSymbolToExportInfoMap: cache hit
Info 1124 [10:41:45.913] collectAutoImports: done in 10.208537000231445 ms
Info 1125 [10:41:45.913] getCompletionData: Semantic work: 12.60593399964273
Info 1126 [10:41:45.922] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.116283999755979
Info 1127 [10:41:46.221] getCompletionData: Get current token: 0.014286999590694904
Info 1128 [10:41:46.222] getCompletionData: Is inside comment: 0.031168999150395393
Info 1129 [10:41:46.222] getCompletionData: Get previous token 1: 0.025097000412642956
Info 1130 [10:41:46.222] getCompletionData: Get previous token 2: 0.035717000253498554
Info 1131 [10:41:46.222] getCompletionsAtPosition: isCompletionListBlocker: 0.025527999736368656
Info 1132 [10:41:46.228] collectAutoImports: starting, not resolving module specifiers
Info 1133 [10:41:46.228] collectAutoImports: module specifier cache size: 267
Info 1134 [10:41:46.233] getSymbolToExportInfoMap: cache hit
Info 1135 [10:41:46.238] collectAutoImports: done in 9.860935000702739 ms
Info 1136 [10:41:46.238] getCompletionData: Semantic work: 16.11314299982041
Info 1137 [10:41:46.243] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.787789999507368
Info 1138 [10:41:46.246] getCompletionData: Get current token: 0.006923000328242779
Info 1139 [10:41:46.246] getCompletionData: Is inside comment: 0.0213600005954504
Info 1140 [10:41:46.246] getCompletionData: Get previous token 1: 0.017664000391960144
Info 1141 [10:41:46.246] getCompletionData: Get previous token 2: 0.020968999713659286
Info 1142 [10:41:46.246] getCompletionsAtPosition: isCompletionListBlocker: 0.008094999939203262
Info 1143 [10:41:46.248] collectAutoImports: starting, not resolving module specifiers
Info 1144 [10:41:46.248] collectAutoImports: module specifier cache size: 267
Info 1145 [10:41:46.251] getSymbolToExportInfoMap: cache hit
Info 1146 [10:41:46.254] collectAutoImports: done in 6.214615999720991 ms
Info 1147 [10:41:46.254] getCompletionData: Semantic work: 8.34234800003469
Info 1148 [10:41:46.261] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.639107000082731
Info 1149 [10:41:46.264] getCompletionData: Get current token: 0.006651999428868294
Info 1150 [10:41:46.264] getCompletionData: Is inside comment: 0.021119000390172005
Info 1151 [10:41:46.264] getCompletionData: Get previous token 1: 0.01827399991452694
Info 1152 [10:41:46.264] getCompletionData: Get previous token 2: 0.020608999766409397
Info 1153 [10:41:46.264] getCompletionsAtPosition: isCompletionListBlocker: 0.01208299957215786
Info 1154 [10:41:46.266] collectAutoImports: starting, not resolving module specifiers
Info 1155 [10:41:46.266] collectAutoImports: module specifier cache size: 267
Info 1156 [10:41:46.269] getSymbolToExportInfoMap: cache hit
Info 1157 [10:41:46.273] collectAutoImports: done in 6.266513999551535 ms
Info 1158 [10:41:46.273] getCompletionData: Semantic work: 8.462623000144958
Info 1159 [10:41:46.277] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.534885999746621
Info 1160 [10:41:46.280] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1161 [10:41:46.288] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 150 structureChanged: false Elapsed: 7.7803029995411634ms
Info 1162 [10:41:46.288] Different program with same set of files:: structureIsReused:: 2
Info 1163 [10:41:46.290] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1164 [10:41:46.295] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 151 structureChanged: false Elapsed: 4.43807499948889ms
Info 1165 [10:41:46.295] Different program with same set of files:: structureIsReused:: 2
Info 1166 [10:41:46.985] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1167 [10:41:46.992] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 152 structureChanged: false Elapsed: 6.724032000638545ms
Info 1168 [10:41:46.992] Different program with same set of files:: structureIsReused:: 2
Info 1169 [10:41:48.611] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1170 [10:41:48.623] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 153 structureChanged: false Elapsed: 12.117648999206722ms
Info 1171 [10:41:48.623] Different program with same set of files:: structureIsReused:: 2
Info 1172 [10:41:48.624] getCompletionData: Get current token: 0.01279400009661913
Info 1173 [10:41:48.624] getCompletionData: Is inside comment: 0.04034600034356117
Info 1174 [10:41:48.624] getCompletionData: Get previous token 1: 0.030777999199926853
Info 1175 [10:41:48.625] getCompletionsAtPosition: isCompletionListBlocker: 0.0041680000722408295
Info 1176 [10:41:48.625] getCompletionData: Semantic work: 0.2770300004631281
Info 1177 [10:41:48.625] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.35699900053441525
Info 1178 [10:41:49.354] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1179 [10:41:49.367] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 154 structureChanged: false Elapsed: 13.657225999981165ms
Info 1180 [10:41:49.367] Different program with same set of files:: structureIsReused:: 2
Info 1181 [10:41:50.113] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1182 [10:41:50.125] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 155 structureChanged: false Elapsed: 12.205272999592125ms
Info 1183 [10:41:50.125] Different program with same set of files:: structureIsReused:: 2
Info 1184 [10:41:51.044] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1185 [10:41:51.053] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 156 structureChanged: false Elapsed: 9.216145999729633ms
Info 1186 [10:41:51.053] Different program with same set of files:: structureIsReused:: 2
Info 1187 [10:41:51.401] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1188 [10:41:51.408] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 157 structureChanged: false Elapsed: 7.138589999638498ms
Info 1189 [10:41:51.408] Different program with same set of files:: structureIsReused:: 2
Info 1190 [10:41:51.409] getCompletionData: Get current token: 0.006492000073194504
Info 1191 [10:41:51.409] getCompletionData: Is inside comment: 0.023183999583125114
Info 1192 [10:41:51.409] getCompletionData: Get previous token 1: 0.018314999528229237
Info 1193 [10:41:51.409] getCompletionData: Get previous token 2: 0.023364000022411346
Info 1194 [10:41:51.409] getCompletionsAtPosition: isCompletionListBlocker: 0.008526000194251537
Info 1195 [10:41:51.414] collectAutoImports: starting, not resolving module specifiers
Info 1196 [10:41:51.414] collectAutoImports: module specifier cache size: 267
Info 1197 [10:41:51.418] getSymbolToExportInfoMap: cache hit
Info 1198 [10:41:51.461] collectAutoImports: done in 46.47541300021112 ms
Info 1199 [10:41:51.461] getCompletionData: Semantic work: 51.782066999934614
Info 1200 [10:41:51.470] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.052097999490798
Info 1201 [10:41:51.514] getCompletionData: Get current token: 0.007925000041723251
Info 1202 [10:41:51.514] getCompletionData: Is inside comment: 0.029695999808609486
Info 1203 [10:41:51.514] getCompletionData: Get previous token 1: 0.018253999762237072
Info 1204 [10:41:51.514] getCompletionData: Get previous token 2: 0.02002799976617098
Info 1205 [10:41:51.514] getCompletionsAtPosition: isCompletionListBlocker: 0.013555999845266342
Info 1206 [10:41:51.517] collectAutoImports: starting, not resolving module specifiers
Info 1207 [10:41:51.517] collectAutoImports: module specifier cache size: 267
Info 1208 [10:41:51.522] getSymbolToExportInfoMap: cache hit
Info 1209 [10:41:51.556] collectAutoImports: done in 38.840712000615895 ms
Info 1210 [10:41:51.556] getCompletionData: Semantic work: 41.76630999986082
Info 1211 [10:41:51.565] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.790623000822961
Info 1212 [10:41:51.568] getCompletionData: Get current token: 0.00936800055205822
Info 1213 [10:41:51.568] getCompletionData: Is inside comment: 0.02123000007122755
Info 1214 [10:41:51.568] getCompletionData: Get previous token 1: 0.0176829993724823
Info 1215 [10:41:51.568] getCompletionData: Get previous token 2: 0.01881599985063076
Info 1216 [10:41:51.568] getCompletionsAtPosition: isCompletionListBlocker: 0.011260999366641045
Info 1217 [10:41:51.571] collectAutoImports: starting, not resolving module specifiers
Info 1218 [10:41:51.571] collectAutoImports: module specifier cache size: 267
Info 1219 [10:41:51.574] getSymbolToExportInfoMap: cache hit
Info 1220 [10:41:51.602] collectAutoImports: done in 31.740273999981582 ms
Info 1221 [10:41:51.603] getCompletionData: Semantic work: 34.286098999902606
Info 1222 [10:41:51.608] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.60646599996835
Info 1223 [10:41:51.611] getCompletionData: Get current token: 0.010028999298810959
Info 1224 [10:41:51.611] getCompletionData: Is inside comment: 0.03189999982714653
Info 1225 [10:41:51.611] getCompletionData: Get previous token 1: 0.02691000048071146
Info 1226 [10:41:51.611] getCompletionData: Get previous token 2: 0.026630000211298466
Info 1227 [10:41:51.611] getCompletionsAtPosition: isCompletionListBlocker: 0.010129000060260296
Info 1228 [10:41:51.615] collectAutoImports: starting, not resolving module specifiers
Info 1229 [10:41:51.615] collectAutoImports: module specifier cache size: 267
Info 1230 [10:41:51.619] getSymbolToExportInfoMap: cache hit
Info 1231 [10:41:51.646] collectAutoImports: done in 30.75228099990636 ms
Info 1232 [10:41:51.646] getCompletionData: Semantic work: 34.84569900017232
Info 1233 [10:41:51.651] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.322468000464141
Info 1234 [10:41:51.893] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1235 [10:41:51.899] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 158 structureChanged: false Elapsed: 6.716058000922203ms
Info 1236 [10:41:51.899] Different program with same set of files:: structureIsReused:: 2
Info 1237 [10:41:52.552] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1238 [10:41:52.559] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 159 structureChanged: false Elapsed: 6.638240999542177ms
Info 1239 [10:41:52.559] Different program with same set of files:: structureIsReused:: 2
Info 1240 [10:41:52.879] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1241 [10:41:52.888] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 160 structureChanged: false Elapsed: 9.023454999551177ms
Info 1242 [10:41:52.888] Different program with same set of files:: structureIsReused:: 2
Info 1243 [10:41:52.900] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1244 [10:41:52.906] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 161 structureChanged: false Elapsed: 6.147259999997914ms
Info 1245 [10:41:52.906] Different program with same set of files:: structureIsReused:: 2
Info 1246 [10:41:53.927] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1247 [10:41:53.937] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 162 structureChanged: false Elapsed: 9.994075999595225ms
Info 1248 [10:41:53.937] Different program with same set of files:: structureIsReused:: 2
Info 1249 [10:41:54.748] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1250 [10:41:54.756] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 163 structureChanged: false Elapsed: 7.5133020002394915ms
Info 1251 [10:41:54.756] Different program with same set of files:: structureIsReused:: 2
Info 1252 [10:41:54.756] getCompletionData: Get current token: 0.006471999920904636
Info 1253 [10:41:54.756] getCompletionData: Is inside comment: 0.020859000273048878
Info 1254 [10:41:54.756] getCompletionData: Get previous token 1: 0.017563000321388245
Info 1255 [10:41:54.756] getCompletionsAtPosition: isCompletionListBlocker: 0.0028950003907084465
Info 1256 [10:41:54.756] getCompletionData: Semantic work: 0.17009899951517582
Info 1257 [10:41:54.757] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.09487800020724535
Info 1258 [10:41:55.097] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1259 [10:41:55.110] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 164 structureChanged: false Elapsed: 13.119296999648213ms
Info 1260 [10:41:55.110] Different program with same set of files:: structureIsReused:: 2
Info 1261 [10:41:56.612] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1262 [10:41:56.631] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 165 structureChanged: false Elapsed: 19.68927100021392ms
Info 1263 [10:41:56.632] Different program with same set of files:: structureIsReused:: 2
Info 1264 [10:41:57.192] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1265 [10:41:57.211] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 166 structureChanged: false Elapsed: 19.39993799943477ms
Info 1266 [10:41:57.211] Different program with same set of files:: structureIsReused:: 2
Info 1267 [10:41:57.435] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1268 [10:41:57.448] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 167 structureChanged: false Elapsed: 12.508402000181377ms
Info 1269 [10:41:57.448] Different program with same set of files:: structureIsReused:: 2
Info 1270 [10:41:58.713] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1271 [10:41:58.725] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 168 structureChanged: false Elapsed: 11.269687999971211ms
Info 1272 [10:41:58.725] Different program with same set of files:: structureIsReused:: 2
Info 1273 [10:41:59.731] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1274 [10:41:59.739] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 169 structureChanged: false Elapsed: 8.345022999681532ms
Info 1275 [10:41:59.739] Different program with same set of files:: structureIsReused:: 2
Info 1276 [10:42:00.145] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1277 [10:42:00.153] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 170 structureChanged: false Elapsed: 7.9664019998162985ms
Info 1278 [10:42:00.153] Different program with same set of files:: structureIsReused:: 2
Info 1279 [10:42:00.428] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1280 [10:42:00.440] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 171 structureChanged: false Elapsed: 11.416002999991179ms
Info 1281 [10:42:00.440] Different program with same set of files:: structureIsReused:: 2
Info 1282 [10:42:00.949] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1283 [10:42:00.956] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 172 structureChanged: false Elapsed: 6.54086900036782ms
Info 1284 [10:42:00.956] Different program with same set of files:: structureIsReused:: 2
Info 1285 [10:42:01.438] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1286 [10:42:01.445] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 173 structureChanged: false Elapsed: 7.4773650001734495ms
Info 1287 [10:42:01.445] Different program with same set of files:: structureIsReused:: 2
Info 1288 [10:42:01.875] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1289 [10:42:01.885] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 174 structureChanged: false Elapsed: 10.772656000219285ms
Info 1290 [10:42:01.886] Different program with same set of files:: structureIsReused:: 2
Info 1291 [10:42:33.215] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1292 [10:42:33.241] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 175 structureChanged: false Elapsed: 25.13148899935186ms
Info 1293 [10:42:33.241] Different program with same set of files:: structureIsReused:: 2
Info 1294 [10:42:34.363] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1295 [10:42:34.383] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 176 structureChanged: false Elapsed: 20.14297099970281ms
Info 1296 [10:42:34.383] Different program with same set of files:: structureIsReused:: 2
Info 1297 [10:42:34.781] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1298 [10:42:34.800] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 177 structureChanged: false Elapsed: 18.83663100004196ms
Info 1299 [10:42:34.800] Different program with same set of files:: structureIsReused:: 2
Info 1300 [10:42:36.017] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1301 [10:42:36.030] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 178 structureChanged: false Elapsed: 12.514492999762297ms
Info 1302 [10:42:36.030] Different program with same set of files:: structureIsReused:: 2
Info 1303 [10:42:36.405] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1304 [10:42:36.419] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 179 structureChanged: false Elapsed: 14.377687999978662ms
Info 1305 [10:42:36.419] Different program with same set of files:: structureIsReused:: 2
Info 1306 [10:42:37.309] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1307 [10:42:37.318] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 180 structureChanged: false Elapsed: 9.046879000030458ms
Info 1308 [10:42:37.318] Different program with same set of files:: structureIsReused:: 2
Info 1309 [10:42:38.420] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1310 [10:42:38.428] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 181 structureChanged: false Elapsed: 7.736751000396907ms
Info 1311 [10:42:38.428] Different program with same set of files:: structureIsReused:: 2
Info 1312 [10:42:39.462] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1313 [10:42:39.470] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 182 structureChanged: false Elapsed: 8.092297999188304ms
Info 1314 [10:42:39.470] Different program with same set of files:: structureIsReused:: 2
Info 1315 [10:42:39.787] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1316 [10:42:39.798] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 183 structureChanged: false Elapsed: 11.350490000098944ms
Info 1317 [10:42:39.798] Different program with same set of files:: structureIsReused:: 2
Info 1318 [10:42:41.629] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1319 [10:42:41.636] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 184 structureChanged: false Elapsed: 7.130524999462068ms
Info 1320 [10:42:41.636] Different program with same set of files:: structureIsReused:: 2
Info 1321 [10:42:42.851] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1322 [10:42:42.860] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 185 structureChanged: false Elapsed: 8.142272000201046ms
Info 1323 [10:42:42.860] Different program with same set of files:: structureIsReused:: 2
Info 1324 [10:43:24.201] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1325 [10:43:24.214] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 186 structureChanged: false Elapsed: 12.873596000485122ms
Info 1326 [10:43:24.214] Different program with same set of files:: structureIsReused:: 2
Info 1327 [10:43:35.473] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1328 [10:43:35.489] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 187 structureChanged: false Elapsed: 15.567990999668837ms
Info 1329 [10:43:35.489] Different program with same set of files:: structureIsReused:: 2
Info 1330 [10:43:38.249] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1331 [10:43:38.269] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 188 structureChanged: false Elapsed: 19.825135000050068ms
Info 1332 [10:43:38.269] Different program with same set of files:: structureIsReused:: 2
Info 1333 [10:43:39.812] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1334 [10:43:39.824] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 189 structureChanged: false Elapsed: 11.936599000357091ms
Info 1335 [10:43:39.824] Different program with same set of files:: structureIsReused:: 2
Info 1336 [10:43:40.490] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1337 [10:43:40.503] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 190 structureChanged: false Elapsed: 12.308826999738812ms
Info 1338 [10:43:40.503] Different program with same set of files:: structureIsReused:: 2
Info 1339 [10:43:41.271] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1340 [10:43:41.279] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 191 structureChanged: false Elapsed: 8.09656700026244ms
Info 1341 [10:43:41.279] Different program with same set of files:: structureIsReused:: 2
Info 1342 [10:43:49.114] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1343 [10:43:49.127] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 192 structureChanged: false Elapsed: 13.692061999812722ms
Info 1344 [10:43:49.128] Different program with same set of files:: structureIsReused:: 2
Info 1345 [10:43:49.468] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1346 [10:43:49.485] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 193 structureChanged: false Elapsed: 17.3394839996472ms
Info 1347 [10:43:49.485] Different program with same set of files:: structureIsReused:: 2
Info 1348 [10:43:50.470] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1349 [10:43:50.482] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 194 structureChanged: false Elapsed: 11.439737000502646ms
Info 1350 [10:43:50.482] Different program with same set of files:: structureIsReused:: 2
Info 1351 [10:43:50.863] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1352 [10:43:50.870] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 195 structureChanged: false Elapsed: 7.374310999177396ms
Info 1353 [10:43:50.870] Different program with same set of files:: structureIsReused:: 2
Info 1354 [10:43:50.872] getCompletionData: Get current token: 0.009327000007033348
Info 1355 [10:43:50.872] getCompletionData: Is inside comment: 0.02725100051611662
Info 1356 [10:43:50.872] getCompletionData: Get previous token 1: 0.03415400069206953
Info 1357 [10:43:50.872] getCompletionsAtPosition: isCompletionListBlocker: 0.14869899954646826
Info 1358 [10:43:50.873] getCompletionData: Semantic work: 0.9387710001319647
Info 1359 [10:43:50.874] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.5830029994249344
Info 1360 [10:43:51.159] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1361 [10:43:51.177] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 196 structureChanged: false Elapsed: 18.259337999857962ms
Info 1362 [10:43:51.178] Different program with same set of files:: structureIsReused:: 2
Info 1363 [10:43:51.487] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1364 [10:43:51.499] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 197 structureChanged: false Elapsed: 12.38896800018847ms
Info 1365 [10:43:51.499] Different program with same set of files:: structureIsReused:: 2
Info 1366 [10:43:51.500] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1367 [10:43:51.513] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 198 structureChanged: false Elapsed: 13.045428999699652ms
Info 1368 [10:43:51.513] Different program with same set of files:: structureIsReused:: 2
Info 1369 [10:43:51.775] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1370 [10:43:51.787] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 199 structureChanged: false Elapsed: 11.61122899968177ms
Info 1371 [10:43:51.787] Different program with same set of files:: structureIsReused:: 2
Info 1372 [10:43:52.015] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1373 [10:43:52.025] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 200 structureChanged: false Elapsed: 9.203643999993801ms
Info 1374 [10:43:52.025] Different program with same set of files:: structureIsReused:: 2
Info 1375 [10:43:52.025] getCompletionData: Get current token: 0.02983500063419342
Info 1376 [10:43:52.025] getCompletionData: Is inside comment: 0.006452000699937344
Info 1377 [10:43:52.025] getCompletionData: Get previous token 1: 0.023213999345898628
Info 1378 [10:43:52.025] getCompletionsAtPosition: isCompletionListBlocker: 0.0023240000009536743
Info 1379 [10:43:52.026] getCompletionData: Semantic work: 0.5656610000878572
Info 1380 [10:43:52.553] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1381 [10:43:52.568] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 201 structureChanged: false Elapsed: 14.873097999952734ms
Info 1382 [10:43:52.568] Different program with same set of files:: structureIsReused:: 2
Info 1383 [10:43:52.649] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1384 [10:43:52.661] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 202 structureChanged: false Elapsed: 11.99111200030893ms
Info 1385 [10:43:52.661] Different program with same set of files:: structureIsReused:: 2
Info 1386 [10:43:53.489] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1387 [10:43:53.500] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 203 structureChanged: false Elapsed: 11.480463000014424ms
Info 1388 [10:43:53.500] Different program with same set of files:: structureIsReused:: 2
Info 1389 [10:44:04.309] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1390 [10:44:04.322] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 204 structureChanged: false Elapsed: 12.832669000141323ms
Info 1391 [10:44:04.322] Different program with same set of files:: structureIsReused:: 2
Info 1392 [10:44:05.276] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1393 [10:44:05.288] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 205 structureChanged: false Elapsed: 11.808978999964893ms
Info 1394 [10:44:05.288] Different program with same set of files:: structureIsReused:: 2
Info 1395 [10:44:05.962] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1396 [10:44:05.976] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 206 structureChanged: false Elapsed: 13.789344999939203ms
Info 1397 [10:44:05.976] Different program with same set of files:: structureIsReused:: 2
Info 1398 [10:44:06.833] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1399 [10:44:06.846] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 207 structureChanged: false Elapsed: 12.360013000667095ms
Info 1400 [10:44:06.846] Different program with same set of files:: structureIsReused:: 2
Info 1401 [10:44:07.065] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1402 [10:44:07.075] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 208 structureChanged: false Elapsed: 9.881103999912739ms
Info 1403 [10:44:07.075] Different program with same set of files:: structureIsReused:: 2
Info 1404 [10:44:07.925] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1405 [10:44:07.939] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 209 structureChanged: false Elapsed: 13.218663999810815ms
Info 1406 [10:44:07.939] Different program with same set of files:: structureIsReused:: 2
Info 1407 [11:01:46.236] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1408 [11:01:46.258] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 210 structureChanged: false Elapsed: 22.405474999919534ms
Info 1409 [11:01:46.258] Different program with same set of files:: structureIsReused:: 2
